Ward Code,Ward Name,LA Name,Region Name,QS601EW0011,QS601EW0001 (base),Ward Percentage
E05007357,Foxhills,Runnymede,South East,982,4163,23.5900,
E05007370,Staines,Spelthorne,South East,1206,6028,20.0100,
E05007353,Egham Hythe,Runnymede,South East,1070,4736,22.5900,
E05007366,Halliford and Sunbury West,Spelthorne,South East,1209,4347,27.8100,
E05007304,Stoughton,Guildford,South East,1738,7463,23.2900,
E05002224,Thorpe,Southend-on-Sea,East of England,2068,6485,31.8900,
E05000155,Heathfield,Croydon,London,2651,9735,27.2300,
E05002211,Wigmore,Luton,East of England,1836,8417,21.8100,
E05000156,Kenley,Croydon,London,2786,10752,25.9100,
E05004821,Carpenders Park,Three Rivers,East of England,1112,3590,30.9700,
E05007291,Clandon and Horsley,Guildford,South East,1946,5942,32.7500,
E05000157,New Addington,Croydon,London,2362,7318,32.2800,
E05000151,Coulsdon West,Croydon,London,2604,9822,26.5100,
E05000152,Croham,Croydon,London,2659,11947,22.2600,
E05000158,Norbury,Croydon,London,3471,11933,29.0900,
E05000153,Fairfield,Croydon,London,3109,12632,24.6100,
E05000159,Purley,Croydon,London,2939,10687,27.5000,
E05000154,Fieldway,Croydon,London,2618,7383,35.4600,
E05000160,Sanderstead,Croydon,London,2560,9075,28.2100,
E05004838,Callowland,Watford,East of England,1159,5741,20.1900,
E05004834,Penn,Three Rivers,East of England,549,2510,21.8700,
E05004825,Croxley Green North,Three Rivers,East of England,611,2330,26.2200,
E05004795,Marshalswick North,St Albans,East of England,1128,4588,24.5900,
E05004808,Longmeadow,Stevenage,East of England,1061,4294,24.7100,
E05004741,Ware Chadwell,East Hertfordshire,East of England,504,2254,22.3600,
E05004804,Wheathampstead,St Albans,East of England,1256,4438,28.3000,
E05007453,Old Woking,Woking,South East,484,2282,21.2100,
E05007440,Brookwood,Woking,South East,437,1832,23.8500,
E05004791,Harpenden North,St Albans,East of England,1340,4938,27.1400,
E05000550,South Bermondsey,Southwark,London,3075,10463,29.3900,
E05000549,Rotherhithe,Southwark,London,2837,10822,26.2200,
E05000510,Newbury,Redbridge,London,3912,11815,33.1100,
E05000509,Monkhams,Redbridge,London,2070,7508,27.5700,
E05002701,Tylers Green and Loudwater,Wycombe,South East,1523,6458,23.5800,
E05004224,Wheatley,Rochford,East of England,851,2942,28.9300,
E05004211,Grange,Rochford,East of England,658,2644,24.8900,
E05002688,Icknield,Wycombe,South East,710,2322,30.5800,
E05000504,Fullwell,Redbridge,London,2927,9079,32.2400,
E05004198,Maldon South,Maldon,East of England,791,2887,27.4000,
E05000507,Loxford,Redbridge,London,4262,11101,38.3900,
E05000508,Mayfield,Redbridge,London,3154,9564,32.9800,
E05006585,Great Milton,South Oxfordshire,South East,492,2036,24.1700,
E05002684,Greater Marlow,Wycombe,South East,1023,3706,27.6000,
E05000505,Goodmayes,Redbridge,London,3213,9485,33.8700,
E05004194,Heybridge East,Maldon,East of England,760,3093,24.5700,
E05000506,Hainault,Redbridge,London,2926,9011,32.4700,
E05000502,Cranbrook,Redbridge,London,3235,9356,34.5800,
E05000511,Roding,Redbridge,London,2198,8778,25.0400,
E05000503,Fairlop,Redbridge,London,2698,9270,29.1000,
E05000170,Acton Central,Ealing,London,3271,11681,28.0000,
E05000161,Selhurst,Croydon,London,3794,12870,29.4800,
E05000163,Shirley,Croydon,London,2917,10162,28.7000,
E05000162,Selsdon and Ballards,Croydon,London,2484,8843,28.0900,
E05000164,South Norwood,Croydon,London,3159,12187,25.9200,
E05000551,South Camberwell,Southwark,London,2474,9723,25.4400,
E05000165,Thornton Heath,Croydon,London,3240,11737,27.6100,
E05007322,Holmwoods,Mole Valley,South East,1120,4641,24.1300,
E05000166,Upper Norwood,Croydon,London,3266,11914,27.4100,
E05000167,Waddon,Croydon,London,3372,12299,27.4200,
E05004938,Sutton-at-Hone and Hawley,Dartford,South East,748,3073,24.3400,
E05000168,West Thornton,Croydon,London,3864,12389,31.1900,
E05007309,Ashtead Park,Mole Valley,South East,875,2802,31.2300,
E05000169,Woodside,Croydon,London,3046,12078,25.2200,
E05004934,"Longfield, New Barn and Southfleet",Dartford,South East,1430,4528,31.5800,
E05007318,Dorking North,Mole Valley,South East,662,2974,22.2600,
E05004978,Singlewell,Gravesham,South East,1551,5036,30.8000,
E05007253,Cobham Fairmile,Elmbridge,South East,1175,3282,35.8000,
E05007266,Walton Ambleside,Elmbridge,South East,695,2984,23.2900,
E05000538,College,Southwark,London,2317,8735,26.5300,
E05004796,Marshalswick South,St Albans,East of England,1250,5090,24.5600,
E05004865,Welwyn East,Welwyn Hatfield,East of England,1278,4316,29.6100,
E05000539,East Dulwich,Southwark,London,1907,9643,19.7800,
E05004848,Vicarage,Watford,East of England,1329,6078,21.8700,
E05004861,Panshanger,Welwyn Hatfield,East of England,1036,4861,21.3100,
E05000540,East Walworth,Southwark,London,2891,8997,32.1300,
E05000205,Palmers Green,Enfield,London,3336,11416,29.2200,
E05000176,Elthorne,Ealing,London,2737,11014,24.8500,
E05000175,East Acton,Ealing,London,3983,14390,27.6800,
E05000178,Greenford Green,Ealing,London,2802,10580,26.4800,
E05000541,Faraday,Southwark,London,2853,9458,30.1600,
E05000512,Seven Kings,Redbridge,London,3783,10844,34.8900,
E05000514,Valentines,Redbridge,London,3441,10184,33.7900,
E05000513,Snaresbrook,Redbridge,London,2099,8836,23.7600,
E05000515,Wanstead,Redbridge,London,2254,8472,26.6100,
E05000177,Greenford Broadway,Ealing,London,3763,12538,30.0100,
E05000516,Barnes,Richmond upon Thames,London,2118,7486,28.2900,
E05000171,Cleveland,Ealing,London,3164,10556,29.9700,
E05000517,East Sheen,Richmond upon Thames,London,1765,7292,24.2000,
E05000172,Dormers Wells,Ealing,London,3572,10073,35.4600,
E05000518,Fulwell and Hampton Hill,Richmond upon Thames,London,1647,7350,22.4100,
E05000173,Ealing Broadway,Ealing,London,2687,11140,24.1200,
E05000519,"Ham, Petersham and Richmond Riverside",Richmond upon Thames,London,2039,7444,27.3900,
E05000174,Ealing Common,Ealing,London,2667,11119,23.9900,
E05000520,Hampton,Richmond upon Thames,London,1863,7270,25.6300,
E05000206,Ponders End,Enfield,London,4009,11043,36.3000,
E05000179,Hanger Hill,Ealing,London,3195,11625,27.4800,
E05005028,Sevenoaks Northern,Sevenoaks,South East,802,3150,25.4600,
E05000180,Hobbayne,Ealing,London,2884,10276,28.0700,
E05002291,Birch Copse,West Berkshire,South East,1404,5781,24.2900,
E05002308,Purley on Thames,West Berkshire,South East,1254,4896,25.6100,
E05005024,"Penshurst, Fordcombe and Chiddingstone",Sevenoaks,South East,544,1751,31.0700,
E05002235,Grays Riverside,Thurrock,East of England,1871,8723,21.4500,
E05002278,Great Hollands North,Bracknell Forest,South East,914,4168,21.9300,
E05002274,Central Sandhurst,Bracknell Forest,South East,751,3718,20.2000,
E05005011,Crockenhill and Well Hill,Sevenoaks,South East,430,1393,30.8700,
E05005007,Sutton Valence and Langley,Maidstone,South East,669,2105,31.7800,
E05004996,High Street,Maidstone,South East,1784,7197,24.7900,
E05004992,Fant,Maidstone,South East,1621,7324,22.1300,
E05002261,River,Medway,South East,2155,7719,27.9200,
E05002244,Stifford Clays,Thurrock,East of England,1295,4478,28.9200,
E05002248,West Thurrock and South Stifford,Thurrock,East of England,1542,7686,20.0600,
E05004965,Chalk,Gravesham,South East,470,1563,30.0700,
E05002231,Chadwell St Mary,Thurrock,East of England,2235,6877,32.5000,
E05004974,Pelham,Gravesham,South East,1575,5839,26.9700,
E05007332,Horley Central,Reigate and Banstead,South East,1341,6164,21.7600,
E05004443,Kempshott,Basingstoke and Deane,South East,1339,5124,26.1300,
E05004216,Hockley North,Rochford,East of England,490,1541,31.8000,
E05000524,Kew,Richmond upon Thames,London,2018,8385,24.0700,
E05004430,Basing,Basingstoke and Deane,South East,1446,6156,23.4900,
E05000525,Mortlake and Barnes Common,Richmond upon Thames,London,1878,8207,22.8800,
E05000522,Hampton Wick,Richmond upon Thames,London,2044,7429,27.5100,
E05000526,North Richmond,Richmond upon Thames,London,1792,7995,22.4100,
E05000527,St Margarets and North Twickenham,Richmond upon Thames,London,1666,8253,20.1900,
E05000523,Heathfield,Richmond upon Thames,London,2212,7495,29.5100,
E05000186,Norwood Green,Ealing,London,3761,10380,36.2300,
E05000528,South Richmond,Richmond upon Thames,London,2073,8269,25.0700,
E05000529,South Twickenham,Richmond upon Thames,London,1819,7690,23.6500,
E05000187,Perivale,Ealing,London,3184,11533,27.6100,
E05000530,Teddington,Richmond upon Thames,London,1738,7681,22.6300,
E05000188,South Acton,Ealing,London,3156,10995,28.7000,
E05000531,Twickenham Riverside,Richmond upon Thames,London,1611,7983,20.1800,
E05004079,South Weald,Brentwood,East of England,353,1347,26.2100,
E05005139,Paddock Wood West,Tunbridge Wells,South East,778,2910,26.7400,
E05000181,Lady Margaret,Ealing,London,3205,10404,30.8100,
E05000182,Northfield,Ealing,London,2315,10310,22.4500,
E05004075,Hutton South,Brentwood,East of England,865,2842,30.4400,
E05000183,North Greenford,Ealing,London,2950,10996,26.8300,
E05004062,Witham Chipping Hill and Central,Braintree,East of England,904,3283,27.5400,
E05000184,Northolt Mandeville,Ealing,London,3241,10849,29.8700,
E05005126,Vauxhall,Tonbridge and Malling,South East,820,3697,22.1800,
E05000185,Northolt West End,Ealing,London,3434,10543,32.5700,
E05005107,"Burham, Eccles and Wouldham",Tonbridge and Malling,South East,778,3238,24.0300,
E05004049,Great Notley and Braintree West,Braintree,East of England,1108,5164,21.4600,
E05005112,East Malling,Tonbridge and Malling,South East,1130,3589,31.4900,
E05004032,St Martin's,Basildon,East of England,1764,5996,29.4200,
E05004036,Wickford Park,Basildon,East of England,1378,6938,19.8600,
E05002335,Baylis and Stoke,Slough,South East,2662,7980,33.3600,
E05002386,Norreys,Wokingham,South East,1561,6123,25.4900,
E05002382,Hillside,Wokingham,South East,1588,6327,25.1000,
E05002331,Southcote,Reading,South East,1698,5999,28.3000,
E05005077,Teynham and Lynsted,Swale,South East,1251,3953,31.6500,
E05005064,Iwade and Lower Halstow,Swale,South East,721,3099,23.2700,
E05000193,Bowes,Enfield,London,2795,10950,25.5300,
E05007269,Walton South,Elmbridge,South East,1179,4740,24.8700,
E05002318,Westwood,West Berkshire,South East,500,1985,25.1900,
E05000532,West Twickenham,Richmond upon Thames,London,1671,7647,21.8500,
E05000194,Bush Hill Park,Enfield,London,2880,10199,28.2400,
E05000533,Whitton,Richmond upon Thames,London,1823,7057,25.8300,
E05000191,Southfield,Ealing,London,2418,10607,22.8000,
E05000195,Chase,Enfield,London,2824,9840,28.7000,
E05000192,Walpole,Ealing,London,2351,10324,22.7700,
E05000196,Cockfosters,Enfield,London,3309,10039,32.9600,
E05002669,Iver Heath,South Bucks,South East,888,3594,24.7100,
E05000197,Edmonton Green,Enfield,London,4748,12274,38.6800,
E05004179,Bush Fair,Harlow,East of England,1450,5333,27.1900,
E05000198,Enfield Highway,Enfield,London,3871,11098,34.8800,
E05002656,Beaconsfield South,South Bucks,South East,585,2604,22.4700,
E05000199,Enfield Lock,Enfield,London,3640,11397,31.9400,
E05004166,Lower Nazeing,Epping Forest,East of England,924,2876,32.1300,
E05000200,Grange,Enfield,London,2541,9222,27.5500,
E05002665,Gerrards Cross East and Denham South West,South Bucks,South East,371,1375,26.9800,
E05002652,St Mary's and Waterside,Chiltern,South East,895,3511,25.4900,
E05004175,Waltham Abbey Honey Lane,Epping Forest,East of England,1192,4608,25.8700,
E05004162,Loughton Forest,Epping Forest,East of England,876,3164,27.6900,
E05004115,Springfield North,Chelmsford,East of England,1293,6679,19.3600,
E05002639,Chalfont St Giles,Chiltern,South East,1446,4848,29.8300,
E05004149,Buckhurst Hill West,Epping Forest,East of England,1227,4879,25.1500,
E05002635,Austenwood,Chiltern,South East,467,1511,30.9100,
E05004132,Marks Tey,Colchester,East of England,515,1954,26.3600,
E05002626,Wendover,Aylesbury Vale,South East,1430,5633,25.3900,
E05000216,Charlton,Greenwich,London,3045,10511,28.9700,
E05002605,Gatehouse,Aylesbury Vale,South East,1073,4320,24.8400,
E05004106,Marconi,Chelmsford,East of England,1431,5667,25.2500,
E05002596,Bedgrove,Aylesbury Vale,South East,1700,6242,27.2300,
E05002609,Haddenham,Aylesbury Vale,South East,1590,5935,26.7900,
E05004102,Goat Hall,Chelmsford,East of England,1078,4280,25.1900,
E05004119,Writtle,Chelmsford,East of England,1343,3991,33.6500,
E05004706,Highfield,Dacorum,East of England,1115,3963,28.1400,
E05007405,Warlingham West,Tandridge,South East,730,2456,29.7200,
E05004089,Canvey Island Winter Gardens,Castle Point,East of England,1373,5387,25.4900,
E05004787,Clarence,St Albans,East of England,1190,5010,23.7500,
E05007392,Dormansland and Felcourt,Tandridge,South East,818,3017,27.1100,
E05004774,Kimpton,North Hertfordshire,East of England,485,1582,30.6600,
E05004693,Aldbury and Wigginton,Dacorum,East of England,495,1777,27.8600,
E05004680,Cheshunt Central,Broxbourne,East of England,1431,5380,26.6000,
E05007375,Bagshot,Surrey Heath,South East,886,4073,21.7500,
E05007379,Frimley Green,Surrey Heath,South East,962,4272,22.5200,
E05004757,Potters Bar Furzefield,Hertsmere,East of England,1372,4774,28.7400,
E05007362,Ashford Common,Spelthorne,South East,1406,5794,24.2700,
E05000217,Coldharbour and New Eltham,Greenwich,London,2892,9534,30.3300,
E05002220,St Laurence,Southend-on-Sea,East of England,2159,7016,30.7700,
E05007349,Addlestone North,Runnymede,South East,985,4280,23.0100,
E05007345,South Park and Woodhatch,Reigate and Banstead,South East,1304,5122,25.4600,
E05002216,Kursaal,Southend-on-Sea,East of England,2365,8245,28.6800,
E05004620,Manor Park,Rushmoor,South East,1096,5137,21.3400,
E05007296,Merrow,Guildford,South East,1399,5615,24.9200,
E05007283,Town,Epsom and Ewell,South East,1399,5250,26.6500,
E05007279,Nonsuch,Epsom and Ewell,South East,1139,3849,29.5900,
E05004830,Maple Cross & Mill End,Three Rivers,East of England,975,4051,24.0700,
E05004800,St Stephen,St Albans,East of England,1328,4614,28.7800,
E05004843,Nascot,Watford,East of England,1306,5500,23.7500,
E05007449,Maybury and Sheerwater,Woking,South East,2147,7678,27.9600,
E05004750,Borehamwood Hillside,Hertsmere,East of England,1631,7092,23.0000,
E05004220,Rayleigh Central,Rochford,East of England,924,3070,30.1000,
E05004733,Little Hadham,East Hertfordshire,East of England,478,1777,26.9000,
E05004746,Aldenham East,Hertsmere,East of England,939,3424,27.4200,
E05007432,Godalming Farncombe and Catteshall,Waverley,South East,699,3349,20.8700,
E05007445,Horsell East and Woodham,Woking,South East,1008,3459,29.1400,
E05004720,Bishop's Stortford South,East Hertfordshire,East of England,1375,6361,21.6200,
E05004716,Bishop's Stortford All Saints,East Hertfordshire,East of England,1479,5764,25.6600,
E05007419,Farnham Bourne,Waverley,South East,865,2748,31.4800,
E05007406,Westway,Tandridge,South East,716,3126,22.9000,
E05004269,Great Dunmow South,Uttlesford,East of England,869,3520,24.6900,
E05004190,Althorne,Maldon,East of England,940,3114,30.1900,
E05004207,Ashingdon and Canewdon,Rochford,East of England,908,3256,27.8900,
E05002697,Terriers and Amersham Hill,Wycombe,South East,1771,6911,25.6300,
E05006594,Wallingford North,South Oxfordshire,South East,1038,4322,24.0200,
E05002693,Oakridge and Castlefield,Wycombe,South East,2071,6679,31.0100,
E05006577,Crowmarsh,South Oxfordshire,South East,729,2127,34.2700,
E05002258,Rainham Central,Medway,South East,2768,8992,30.7800,
E05006590,Shiplake,South Oxfordshire,South East,1096,3609,30.3700,
E05002680,Disraeli,Wycombe,South East,1252,4455,28.1000,
E05004930,Heath,Dartford,South East,1182,4645,25.4500,
E05007314,Box Hill and Headley,Mole Valley,South East,525,1498,35.0500,
E05007258,Long Ditton,Elmbridge,South East,1142,4490,25.4300,
E05007262,Oatlands Park,Elmbridge,South East,1228,4394,27.9500,
E05004853,Hatfield Central,Welwyn Hatfield,East of England,1619,5570,29.0700,
E05004857,Hatfield West,Welwyn Hatfield,East of England,2480,6972,35.5700,
E05005002,Park Wood,Maidstone,South East,1360,4478,30.3700,
E05002253,Hempstead and Wigmore,Medway,South East,1709,5944,28.7500,
E05004987,Bridge,Maidstone,South East,1127,4373,25.7700,
E05004983,Barming,Maidstone,South East,614,1663,36.9200,
E05005033,Westerham and Crockham Hill,Sevenoaks,South East,825,3246,25.4200,
E05002287,Wildridings and Central,Bracknell Forest,South East,846,3375,25.0700,
E05005020,Hextable,Sevenoaks,South East,847,3060,27.6800,
E05005016,"Farningham, Horton Kirby and South Darenth",Sevenoaks,South East,863,3516,24.5400,
E05002283,Old Bracknell,Bracknell Forest,South East,860,4098,20.9900,
E05002257,Princes Park,Medway,South East,1758,7658,22.9600,
E05002270,Watling,Medway,South East,1759,6793,25.8900,
E05007401,Queens Park,Tandridge,South East,695,2634,26.3900,
E05000220,Eltham West,Greenwich,London,2514,7534,33.3700,
E05002240,Orsett,Thurrock,East of England,1137,4526,25.1200,
E05004970,Meopham South and Vigo,Gravesham,South East,951,3368,28.2400,
E05004452,Sherborne St John,Basingstoke and Deane,South East,446,1581,28.2100,
E05004456,Upton Grey and The Candovers,Basingstoke and Deane,South East,569,2056,27.6800,
E05005122,Medway,Tonbridge and Malling,South East,897,3788,23.6800,
E05004084,Canvey Island Central,Castle Point,East of England,1797,4843,37.1100,
E05004071,"Herongate, Ingrave and West Horndon",Brentwood,East of England,718,2641,27.1900,
E05004041,"Bradwell, Silver End and Rivenhall",Braintree,East of England,896,3677,24.3700,
E05004054,Kelvedon,Braintree,East of England,1028,3712,27.6900,
E05000208,Southgate,Enfield,London,2952,10644,27.7300,
E05005117,Ightham,Tonbridge and Malling,South East,473,1444,32.7600,
E05002391,South Lake,Wokingham,South East,1184,4207,28.1400,
E05002395,Winnersh,Wokingham,South East,1575,6832,23.0500,
E05004024,Crouch,Basildon,East of England,1858,6602,28.1400,
E05004028,Lee Chapel North,Basildon,East of England,2877,9386,30.6500,
E05002327,Norcot,Reading,South East,1754,7137,24.5800,
E05002378,Evendons,Wokingham,South East,1424,6356,22.4000,
E05002323,Katesgrove,Reading,South East,1818,8121,22.3900,
E05005073,St Michaels,Swale,South East,1218,4457,27.3300,
E05004552,Eversley,Hart,South East,487,1996,24.4000,
E05004556,Fleet Pondtail,Hart,South East,963,3312,29.0800,
E05000646,Vincent Square,Westminster,London,2261,7962,28.4000,
E05000647,Warwick,Westminster,London,1969,7934,24.8200,
E05002674,Abbey,Wycombe,South East,2264,7741,29.2500,
E05000648,Westbourne,Westminster,London,3368,9368,35.9500,
E05004184,Mark Hall,Harlow,East of England,1332,5016,26.5600,
E05002661,Denham North,South Bucks,South East,652,2002,32.5700,
E05006571,Berinsfield,South Oxfordshire,South East,1158,4283,27.0400,
E05004171,Roydon,Epping Forest,East of England,491,1669,29.4200,
E05004158,Lambourne,Epping Forest,East of England,450,1439,31.2700,
E05006558,Lye Valley,Oxford,South East,1420,5620,25.2700,
E05002644,Hilltop and Townsend,Chiltern,South East,863,3304,26.1200,
E05002648,Newtown,Chiltern,South East,463,1806,25.6400,
E05004154,Epping Lindsey and Thornwood Common,Epping Forest,East of England,1248,4403,28.3400,
E05002631,Amersham-on-the-Hill,Chiltern,South East,846,3310,25.5600,
E05004124,Copford and West Stanway,Colchester,East of England,322,1331,24.1900,
E05004098,Broomfield and The Walthams,Chelmsford,East of England,1652,5779,28.5900,
E05002618,Quarrendon,Aylesbury Vale,South East,971,3923,24.7500,
E05004163,Loughton Roding,Epping Forest,East of England,881,3416,25.7900,
E05002601,Cheddington,Aylesbury Vale,South East,528,2231,23.6700,
E05004111,St Andrews,Chelmsford,East of England,1727,6393,27.0100,
E05000241,King's Park,Hackney,London,2819,7875,35.8000,
E05004094,St Peter's,Castle Point,East of England,1457,4759,30.6200,
E05004702,Chaulden and Warners End,Dacorum,East of England,1602,6561,24.4200,
E05000242,Leabridge,Hackney,London,2961,10656,27.7900,
E05007388,Watchetts,Surrey Heath,South East,949,3742,25.3600,
E05004689,Waltham Cross,Broxbourne,East of England,1564,5397,28.9800,
E05007384,Parkside,Surrey Heath,South East,1196,4531,26.4000,
E05004685,Hoddesdon Town,Broxbourne,East of England,1332,5285,25.2000,
E05004766,Codicote,North Hertfordshire,East of England,469,1848,25.3800,
E05000649,West End,Westminster,London,2455,9251,26.5400,
E05007358,New Haw,Runnymede,South East,924,4260,21.6900,
E05007371,Staines South,Spelthorne,South East,1298,5067,25.6200,
E05007305,Tillingbourne,Guildford,South East,1146,3992,28.7100,
E05002229,Aveley and Uplands,Thurrock,East of England,1671,6414,26.0500,
E05007354,Egham Town,Runnymede,South East,1651,4961,33.2800,
E05002225,Victoria,Southend-on-Sea,East of England,2516,7947,31.6600,
E05002212,Belfairs,Southend-on-Sea,East of England,2145,6455,33.2300,
E05002199,Farley,Luton,East of England,2636,8550,30.8300,
E05000543,Livesey,Southwark,London,3319,10245,32.4000,
E05007292,Effingham,Guildford,South East,560,1936,28.9300,
E05000544,Newington,Southwark,London,3133,11124,28.1600,
E05004625,St. Mark's,Rushmoor,South East,1148,5314,21.6000,
E05000545,Nunhead,Southwark,London,3006,10380,28.9600,
E05007288,Ash Wharf,Guildford,South East,1182,4556,25.9400,
E05004839,Central,Watford,East of England,1278,6494,19.6800,
E05007275,Court,Epsom and Ewell,South East,1198,4996,23.9800,
E05004826,Croxley Green South,Three Rivers,East of England,618,2685,23.0200,
E05000542,Grange,Southwark,London,3387,12701,26.6700,
E05004822,Chorleywood East,Three Rivers,East of England,841,2804,29.9900,
E05000202,Highlands,Enfield,London,2790,9587,29.1000,
E05000207,Southbury,Enfield,London,3178,10264,30.9600,
E05000203,Jubilee,Enfield,London,3487,10121,34.4500,
E05000260,Parsons Green and Walham,Hammersmith and Fulham,London,2112,8372,25.2300,
E05000204,Lower Edmonton,Enfield,London,4146,11325,36.6100,
E05000209,Southgate Green,Enfield,London,3024,10279,29.4200,
E05004792,Harpenden South,St Albans,East of England,1419,4729,30.0100,
E05000210,Town,Enfield,London,2710,10796,25.1000,
E05007454,Pyrford,Woking,South East,1157,3448,33.5600,
E05007441,Byfleet,Woking,South East,1154,5501,20.9800,
E05004729,Hertford Rural North,East Hertfordshire,East of England,485,1672,29.0100,
E05004742,Ware Christchurch,East Hertfordshire,East of England,836,3750,22.2900,
E05007424,Farnham Shortheath and Boundstone,Waverley,South East,764,2903,26.3200,
E05007428,"Frensham, Dockenfield and Tilford",Waverley,South East,912,2937,31.0500,
E05004712,Tring East,Dacorum,East of England,715,2320,30.8200,
E05004725,Hertford Bengeo,East Hertfordshire,East of England,1291,5347,24.1400,
E05004199,Maldon West,Maldon,East of England,846,2816,30.0400,
E05000229,Woolwich Common,Greenwich,London,3851,12360,31.1600,
E05004225,Whitehouse,Rochford,East of England,825,2788,29.5900,
E05004186,Old Harlow,Harlow,East of England,1231,5048,24.3900,
E05000567,Sutton West,Sutton,London,1734,7888,21.9800,
E05004212,Hawkwell North,Rochford,East of England,885,3398,26.0400,
E05006586,Hagbourne,South Oxfordshire,South East,478,1955,24.4500,
E05002689,"Lacey Green, Speen and the Hampdens",Wycombe,South East,561,2024,27.7200,
E05002676,Booker and Cressex,Wycombe,South East,1039,3566,29.1400,
E05000555,Beddington North,Sutton,London,1803,7528,23.9500,
E05002685,Hambleden Valley,Wycombe,South East,510,1924,26.5100,
E05006582,Forest Hill and Holton,South Oxfordshire,South East,546,2091,26.1100,
E05004195,Heybridge West,Maldon,East of England,772,2907,26.5600,
E05000552,Surrey Docks,Southwark,London,2252,11464,19.6400,
E05006573,Chalgrove,South Oxfordshire,South East,511,2117,24.1400,
E05000556,Beddington South,Sutton,London,2384,7719,30.8800,
E05000553,The Lane,Southwark,London,3181,11795,26.9700,
E05000557,Belmont,Sutton,London,1976,7465,26.4700,
E05000554,Village,Southwark,London,2053,8816,23.2900,
E05000558,Carshalton Central,Sutton,London,1670,7439,22.4500,
E05007323,Leatherhead North,Mole Valley,South East,1164,5248,22.1800,
E05000559,Carshalton South and Clockhouse,Sutton,London,1839,7004,26.2600,
E05004939,Swanscombe,Dartford,South East,1356,5365,25.2700,
E05000560,Cheam,Sutton,London,2024,7216,28.0500,
E05000561,Nonsuch,Sutton,London,1868,7721,24.1900,
E05007267,Walton Central,Elmbridge,South East,1208,4962,24.3500,
E05007310,Ashtead Village,Mole Valley,South East,1147,4009,28.6100,
E05007254,Esher,Elmbridge,South East,1433,4674,30.6600,
E05004926,Bean and Darenth,Dartford,South East,1048,4132,25.3600,
E05000212,Upper Edmonton,Enfield,London,4345,12159,35.7300,
E05000211,Turkey Street,Enfield,London,3430,9922,34.5700,
E05000218,Eltham North,Greenwich,London,2485,9174,27.0900,
E05000213,Winchmore Hill,Enfield,London,2565,9944,25.7900,
E05000219,Eltham South,Greenwich,London,3169,9460,33.5000,
E05000214,Abbey Wood,Greenwich,London,3282,10689,30.7000,
E05000215,Blackheath Westcombe,Greenwich,London,2453,9793,25.0500,
E05000230,Woolwich Riverside,Greenwich,London,3931,14058,27.9600,
E05004862,Peartree,Welwyn Hatfield,East of England,1465,5579,26.2600,
E05004866,Welwyn West,Welwyn Hatfield,East of England,818,2830,28.9000,
E05000565,Sutton North,Sutton,London,1955,7391,26.4500,
E05004849,Woodside,Watford,East of England,1223,5136,23.8100,
E05000562,St Helier,Sutton,London,2339,8444,27.7000,
E05000566,Sutton South,Sutton,London,1680,7152,23.4900,
E05000563,Stonecot,Sutton,London,1923,7783,24.7100,
E05000568,The Wrythe,Sutton,London,1747,7554,23.1300,
E05000564,Sutton Central,Sutton,London,1891,8276,22.8500,
E05000569,Wallington North,Sutton,London,1894,7912,23.9400,
E05005029,Sevenoaks Town and St John's,Sevenoaks,South East,1279,4400,29.0700,
E05000570,Wallington South,Sutton,London,1930,7343,26.2800,
E05002292,Bucklebury,West Berkshire,South East,1391,4637,30.0000,
E05000571,Wandle Valley,Sutton,London,2072,8326,24.8900,
E05000225,Peninsula,Greenwich,London,2613,11143,23.4500,
E05002249,Chatham Central,Medway,South East,3664,11759,31.1600,
E05002279,Great Hollands South,Bracknell Forest,South East,872,3798,22.9600,
E05005025,Seal and Weald,Sevenoaks,South East,974,2957,32.9400,
E05005012,Dunton Green and Riverhead,Sevenoaks,South East,784,3426,22.8800,
E05004997,Leeds,Maidstone,South East,544,1834,29.6600,
E05000228,Thamesmead Moorings,Greenwich,London,4052,13684,29.6100,
E05000221,Glyndon,Greenwich,London,3986,13432,29.6800,
E05002262,Rochester East,Medway,South East,2164,7636,28.3400,
E05002266,Strood Rural,Medway,South East,2710,10060,26.9400,
E05000222,Greenwich West,Greenwich,London,3516,13025,26.9900,
E05000223,Kidbrooke with Hornfair,Greenwich,London,3201,10562,30.3100,
E05000226,Plumstead,Greenwich,London,3653,12207,29.9300,
E05000224,Middle Park and Sutcliffe,Greenwich,London,3165,9646,32.8100,
E05000227,Shooters Hill,Greenwich,London,2841,9910,28.6700,
E05002236,Grays Thurrock,Thurrock,East of England,1756,6597,26.6200,
E05004993,Harrietsham and Lenham,Maidstone,South East,1144,3973,28.7900,
E05007333,Horley East,Reigate and Banstead,South East,872,4433,19.6700,
E05004966,Coldharbour,Gravesham,South East,1003,3338,30.0500,
E05004465,Binsted and Bentley,East Hampshire,South East,568,2110,26.9200,
E05002232,Chafford and North Stifford,Thurrock,East of England,1028,5755,17.8600,
E05004474,Holybourne and Froyle,East Hampshire,South East,660,2093,31.5300,
E05000572,Worcester Park,Sutton,London,1986,8549,23.2300,
E05000573,Bethnal Green North,Tower Hamlets,London,3151,10658,29.5600,
E05004448,Pamber and Silchester,Basingstoke and Deane,South East,929,3331,27.8900,
E05000574,Bethnal Green South,Tower Hamlets,London,4021,11044,36.4100,
